car,score,content
2026 볼보 XC60 플러그인 하이브리드,9.17,"적당히 타고 다닐만 한 것 같습니다. 튼튼해여그리고, 조금 예민한것 같아요"
2026 볼보 XC60 플러그인 하이브리드,9.17,차량의 기본 성능이 탄탄하고 안전도 면에서 최고라 생각하고 연비도 매우 우수함.
2026 볼보 XC60 플러그인 하이브리드,10.00,사골디자인이지만 고급스럽고 시트 정말 좋음 스피커 극찬하던대 들어보면 급이 다르긴 함 운동성능 잘나가고 잘멈추지만 재미는 없음
2026 볼보 XC60 플러그인 하이브리드,9.67,안전성 주행성 그리고 연비 모두 훌륭합니다. 내관의 편의성도 매우 좋습니다
2026 볼보 XC60 플러그인 하이브리드,9.67,볼보는 지난 번 V60에 이어 두 번째입니다. 늘 그랬듯이 탈수록 더욱 매력적이고 편안하고 안전하다는 점이 볼보의 매력입니다. 이번 플러그인하이브리드는 이에 더해 출퇴근 시 충전으로 매우 경제적으로 운용할 수 있어 만족감이 더 크네요.
2026 볼보 XC60 플러그인 하이브리드,9.17,2열 의자 뒤로 못움직여서 불편해요 운전석 기준으로는 만족스러운 차입니다
2026 볼보 XC60 플러그인 하이브리드,9.83,"5개월간 타 본 결과. 가격말고는 지적할게 없을만큼 만족합니다. 연비, 디자인, 주행성능, 티맵까지 완벽합니다. PHEV을 타보시면 신세계임을 아시게될듯 후회없습니다. 집밥/회사밥 가능하다면 무조건 PHEV!!! 강추"
2026 볼보 XC60 플러그인 하이브리드,9.50,티맵 소프트웨어 오류 빼고 다 만족합니다. 가격은 비싸죠.. 트렁크 생각보다 넓진 않아요.
2026 볼보 XC60 플러그인 하이브리드,9.83,전반적으로좋은편이나 주행중 소음차단이좀 약한거같고 연비는 장거리시 연비가 좀적은편임
2026 볼보 XC60 플러그인 하이브리드,8.83,"플러그인 하이브리드 성능, 연비 주행성능 만족합니다. 차값이 비싸고, 고급유 권장 네비의 잔고장이 아쉽습니다."
2026 볼보 XC60,3.50,차량 소프트웨어 고장이 많고 소음이 심해 상당히거슬림 그리고 벌써 차량이상으로 정비예약하고 절대비추입니다
2026 볼보 XC60,9.00,탈수록 편안하고 안락한 느낌. 내부재질도 고급스럽고 무언가 공간의 차원이 다르다. 하체도 단단하고 신경써서 만든 느낌.
2026 볼보 XC60,9.00,"스웨디시 감성 충만한 스테디셀러 품격과 디자인, 성능과 가성비가 만족할 수밖에 없는 차입니다."
2026 볼보 XC60,9.50,가볍게 잘나가고 편함. 에어서스 오디오 나파가죽시트 만족합니다. 음성인식도 편하긴한데 인식이 잘안될때도 있습니다. 자율주행도 잘 작동합니다.
2026 볼보 XC60,9.83,GV80이랑 고민하다 구매했는데 여성이 타긴 적당한 사이즈입니다. 출고후 페리되어 아쉽긴 하지만 지금 디자인이 더 이쁜거 같아요.
2026 볼보 XC60,9.67,차를 자주 바꾸는 편 이었는데 처음으로 만족 합니다 질리지 않고 계속 탈 수 있을거 같아요 비엠 탈때의 핸들링 손맛은 좀 떨어졌지만 전반적으러 너무 훌륭
2026 볼보 XC60,8.33,"가격 대비 무난함, 잘 치고 나감, 잔고장 없음, 방음 약간 아쉬움, 생각보다 차 작음."
2026 볼보 XC60,9.50,페리모델 연비도 이전보다 좋아진거 같습니다. 주행정보 패드 업데이트가 필요해 보이네요
2026 볼보 XC60,9.17,2열 도어 하단에서 실내로 모래가 유입되는 문제는 생산시부터 해결되길 기대합니다
2026 볼보 XC60,8.67,4륜에 출력대비 괜찮은연비 좋은 시트와 스피커 살짝 고급진 실내 뭔가 부족한 옵션
2026 메르세데스-벤츠 S클래스,9.67,잘 타고 있어요! 차 탔은 안할차니까요. 더 타봐야겠지만요 마지막으로 한 10년타려고 산차입니다
2026 메르세데스-벤츠 S클래스,5.67,잔 고장이 너무 많다. 서비스센터 자주가고 고질병들이 많음. 좋은점도 있지만 불편한 현실이 더 도움이 되길...
2026 메르세데스-벤츠 S클래스,,클린봇이 부적절한 표현을 감지한 댓글입니다.
2026 메르세데스-벤츠 S클래스,9.67,15년간 s클래스만 3대째 인 48세 입니다. 이번 세대 디자인은 맘에 안 들지만 여전히 일상용으로는 모든 부분에 만족합니다. 신경안고 탈 편안함으로는 비교할 대상이 없습니다.
2026 메르세데스-벤츠 S클래스,8.67,그냥 감성으로 타면 됩니다~ 이 가격대에 젊으시면 포르쉐 타이칸 가시거나 m850i gt43 정도?? 저는 유지비가 좀 저렴한 타이칸 추천드리고 나이대가 50대 이상이시면 1.5억에 프로모션 1000만정도 가져갈수있는 s350 추천드려요!! 연비는 좋습니다~ /엄청편하다 /이게 s클래스지 /에어서스펜션 /이런건 딱히 드라마틱하게 느끼지 못합니다~ 그냥 성공의 상징이자 감성으로 타는 차 같네요 ㅎㅎ.. ㅠ
2026 메르세데스-벤츠 S클래스,3.33,내인생에 최악의차 벤츠는 내인생에 없다 뒷자리 커튼고장 시트잡소리 전자장비 고장에 진짜 차가 이렇게 자주 고장날수있을까싶다 비싼 쓰래기래
2026 메르세데스-벤츠 S클래스,9.17,전체적으로 점잔고 부드럽고 딱 제 취향입니다 ᆢ 늘 만족하는 벤츠 s클래스 유저 입니다
2026 메르세데스-벤츠 S클래스,10.00,새차 뽑은지 얼마안되었는데 만족합니다 가성비 연비 훌륭합니다 정숙하고 승차감도 좋습니다
2026 메르세데스-벤츠 S클래스,9.17,코너 주행의 안정감 최고구요 전에 타던 다른 모든 차들과 비교해도 승차감과 장시간 운전시 편안함은 최고입니다. 편의 기능들도 다 너무 좋은데 한가지 불편한 점은 음성인식과 네비게이션이 현대차 블루링크에 비교하면 많이 떨어집니다. 연비는 마일드 하이브리드 덕분인지 고속도로 및 전용도로 운행을 주로 해서 8~9Km/l 정도 나오는것 같습니다. 현대 G90 과 비슷한 수준이요.
2026 메르세데스-벤츠 S클래스,8.00,"편안한 주행. 높은 연비. 하차감 굿. 에러는 아직까지 업ㄴ으나, 최근차량들 전자장비 많아서 날거 같음. 서비스센타예약 매우 어려움."
2026 메르세데스-벤츠 GLC 쿠페,8.67,디자인이나 주행성능은 매우 만족. 초기 시스템의 잦은 에러와 시트의 불편함은 불만족.
2026 메르세데스-벤츠 GLC 쿠페,9.33,디자인의 끝판완 내외관 따라올 차가 없음.. 쿠페형 SUV의 교과서 같은 차량
2026 메르세데스-벤츠 GLC 쿠페,5.67,"외내관은 동급 외제suv대비 이쁨, 주행능력은 보통이지만 승차감은 서브차인 국산 세단보다 못함.. 품질은 진짜…최악임 차량받고 400키로탔을 때부터 센터를 들락날락… 만약 시간을 돌릴 수 있다면 xc60이나 x3를 선택했을 것 같음."
2026 메르세데스-벤츠 GLC 쿠페,9.67,도심에서 짧은 거리를 주행할때는 연비가 기대보다 좋지는 않지만 고속도로 연비는 기대 이상입니다. 실내외 디자인과 거주성은 탁월합니다
2026 메르세데스-벤츠 GLC 쿠페,9.00,"전반적으로 훌륭하고 크게 단점이 없는 차량입니다. 디자인이나 실내 고급짐은 경쟁차종들이 비할 수 없구요 다만 벤츠 특유의 저단 변속 충격, 약간의 터보렉, 경쟁차종 대비 높은 가격은 살짝 아쉽네요 10점 만점에 9점 드립니다."
2026 메르세데스-벤츠 GLC 쿠페,9.00,"가성비가 좋지 않은 것과 저속에서의 편안함이 아쉬움 하지만, 벤츠를 가성비로 사는 사람이 있나싶고 SUV인데 저속 편안함까지 바라려면 에어서스 들어간 차량을 타야하지않나 싶음. 즉, 이 정도면 우주명차는 아니어도 훌륭하다."
2026 메르세데스-벤츠 GLC 쿠페,8.50,어린아이 둘을 둔 아빠로서 첫 구매한 suv차량입니다. 우선 대형차량에 비해 주차가 편리해서 어딜가든 부담이 적네요. 높이도 적당합니다. 승차감의 경우 비슷한 레벨의 세단과 비교해서 이질감을 느끼지 않아 세단타던 저도 별도의 적응없이 운행합니다. 가장 큰 장점은 디자인이라고 생각듭니다. 아담한 크기에 곡선의 미가 대중적으로 어필하기에 충분하다고 봅니다. 2열 거주성과 트렁크는 살짝 부족하다고도 느끼지만 어린자녀들이 타기에는 오히려 아늑한 것 같아 만족입니다. 국내도심에서 타기에 손색이 없는 suv같네요.
2026 메르세데스-벤츠 GLC 쿠페,8.33,"내부 고급스럽습니다 디자인 만족스럽습니다 2열 공간감 넓고 개방감 좋습니다 마하엔진으로 부드럽고 조용하고 정숙성 좋습니다 높은 방지턱이나 요철 넘을때 롤링이 심합니다 뒷자리 편의사양 부족은 아쉽네요 (충전단자, 공조 조절장치, 썬방저, 리클라이닝 부재)"
2026 메르세데스-벤츠 GLC 쿠페,8.67,4기통으로 다운되었지만 대신 출력을 421마력으로 올렸고 배기음도 좀더 우런찬거같습니다. 저속에선 4기통 특유의 소리가 들리지만 고속에선 6기통 못지않는 배기 그리고 쥐어짜는 맛이 너무 좋습니다 ㅋㅋ 디자인 너무 좋고 내부도 고급스럽습니다! 다만 도심연비가 개똥입니다..
2026 메르세데스-벤츠 GLC 쿠페,9.67,"연비 제외하고(서울 시내 주행 6-77, 시외/고속도로 12-14) 모든 부분에서 만족."
2026 메르세데스-벤츠 GLC,8.67,디자인이나 주행성능은 매우 만족. 초기 시스템의 잦은 에러와 시트의 불편함은 불만족.
2026 메르세데스-벤츠 GLC,9.33,디자인의 끝판완 내외관 따라올 차가 없음.. 쿠페형 SUV의 교과서 같은 차량
2026 메르세데스-벤츠 GLC,5.67,"외내관은 동급 외제suv대비 이쁨, 주행능력은 보통이지만 승차감은 서브차인 국산 세단보다 못함.. 품질은 진짜…최악임 차량받고 400키로탔을 때부터 센터를 들락날락… 만약 시간을 돌릴 수 있다면 xc60이나 x3를 선택했을 것 같음."
2026 메르세데스-벤츠 GLC,9.67,도심에서 짧은 거리를 주행할때는 연비가 기대보다 좋지는 않지만 고속도로 연비는 기대 이상입니다. 실내외 디자인과 거주성은 탁월합니다
2026 메르세데스-벤츠 GLC,9.00,"전반적으로 훌륭하고 크게 단점이 없는 차량입니다. 디자인이나 실내 고급짐은 경쟁차종들이 비할 수 없구요 다만 벤츠 특유의 저단 변속 충격, 약간의 터보렉, 경쟁차종 대비 높은 가격은 살짝 아쉽네요 10점 만점에 9점 드립니다."
2026 메르세데스-벤츠 GLC,9.00,"가성비가 좋지 않은 것과 저속에서의 편안함이 아쉬움 하지만, 벤츠를 가성비로 사는 사람이 있나싶고 SUV인데 저속 편안함까지 바라려면 에어서스 들어간 차량을 타야하지않나 싶음. 즉, 이 정도면 우주명차는 아니어도 훌륭하다."
2026 메르세데스-벤츠 GLC,8.50,어린아이 둘을 둔 아빠로서 첫 구매한 suv차량입니다. 우선 대형차량에 비해 주차가 편리해서 어딜가든 부담이 적네요. 높이도 적당합니다. 승차감의 경우 비슷한 레벨의 세단과 비교해서 이질감을 느끼지 않아 세단타던 저도 별도의 적응없이 운행합니다. 가장 큰 장점은 디자인이라고 생각듭니다. 아담한 크기에 곡선의 미가 대중적으로 어필하기에 충분하다고 봅니다. 2열 거주성과 트렁크는 살짝 부족하다고도 느끼지만 어린자녀들이 타기에는 오히려 아늑한 것 같아 만족입니다. 국내도심에서 타기에 손색이 없는 suv같네요.
2026 메르세데스-벤츠 GLC,8.33,"내부 고급스럽습니다 디자인 만족스럽습니다 2열 공간감 넓고 개방감 좋습니다 마하엔진으로 부드럽고 조용하고 정숙성 좋습니다 높은 방지턱이나 요철 넘을때 롤링이 심합니다 뒷자리 편의사양 부족은 아쉽네요 (충전단자, 공조 조절장치, 썬방저, 리클라이닝 부재)"
2026 메르세데스-벤츠 GLC,8.67,4기통으로 다운되었지만 대신 출력을 421마력으로 올렸고 배기음도 좀더 우런찬거같습니다. 저속에선 4기통 특유의 소리가 들리지만 고속에선 6기통 못지않는 배기 그리고 쥐어짜는 맛이 너무 좋습니다 ㅋㅋ 디자인 너무 좋고 내부도 고급스럽습니다! 다만 도심연비가 개똥입니다..
2026 메르세데스-벤츠 GLC,9.67,"연비 제외하고(서울 시내 주행 6-77, 시외/고속도로 12-14) 모든 부분에서 만족."
2026 메르세데스-벤츠 GLB,10.00,고속도로 크루즈찍고다니면 연비 25km나옴 7천언더로 이런연비에 무작스럽게 크지고않고 실내 넓고 차잘나가고 진짜 대만족하면서 타는중 4~500 들여서 실내 엠비언트 추가하고 외관좀 스포티하게바꾸면 연비좋은 패밀리suv면서 멋진외관까지 완벽함 순정 그대로는 사실 외관 좀 심심한편 실내는 정말 이쁨 최고의 차
2026 메르세데스-벤츠 GLB,10.00,glb250 1년쯤 타고 있는데 저는 너무 좋아요 뒷자리에 타본 사람들도 생각보다 넓다고 하네요 자잘한 단점은 이쁜 벤츠마크가 커버해주니 그냥 차가 이뻐요
2026 메르세데스-벤츠 GLB,8.33,벤츠의고급감을가지고 구매한다면 실망이큽니다 내장재별로고 엔진헤드이슈등 자잘한 고장있습니다 220가솔린기준 벤츠마크에 가격치고는 가성비있다고 생각합니다 생각보다 suv인데 가속변속이 수준이삼좋 습니다
2026 메르세데스-벤츠 GLB,9.67,연비는 그닥 .낭만으로 타는 차. Suv치고 amg 라 미친 출력과 코너링이 왜 벤츠인지를 직감 합니다. 보조석이나 뒷자석자리는 길이로 넉넉하고 폭이 좁아서 개인적으론 좀 답답합니다. 오직 운전자 만을 생각한 차? ㅋㅋ
2026 메르세데스-벤츠 GLB,8.33,엔진 성능은 생각보다 좋으나 연비는 기대하지 않는게 좋음 그래도 삼각별과 탄탄한 모양으로 너무 예쁨
2026 메르세데스-벤츠 GLB,9.33,동급대비 긴 휠베이스에 넓은 실내공간 그리고 막내 amg 이지만 가속감이 끝내줍니다. 휠베이스는 길지만 폭이 좁고 은은하게 들려오는 잡소리와 연비(?)정도가 단점이 되겠습니다.
2026 메르세데스-벤츠 GLB,10.00,연비 주행성능 가속과 코너링 자율주행 거기다 차 내부 인테리어와 넓은 트렁크와 뒷좌석까지 게다가 주행 중 시야확보도 잘되고 사이드 미러도 넓고 차는 넓고 본넷 앞쪽은 짧아 운전도 너뮤 좋습니다 !! 너무너무 좋은 차입니다!! 앞으로도 웬만해선 벤츠를 선택할 것 같은 그정도로 좋은 차!!
2026 메르세데스-벤츠 GLB,8.00,"달리기는 동급최강에 거주성 좋고, 이쁘고 만족스럽습니다. 가격이 동급대비 상스러워서 그렇지... 이차타며 느끼는 최고의 단점은 변속이네요. 8단 DCT의 변속이 굉장히 불완전합니다. 내리막, 오르막에서 갈피를 못잡고 으르렁댑니다. 안그래도 소음이 작지 않은편인데 이거때문에 더 신경쓰입니다 ㅋㅋ"
2026 메르세데스-벤츠 GLB,10.00,가볍고 잘나가고 어디든 주차편하고 다른차들에 비해 트렁크가 엄청나게 넓고 큰게 장점입니다.
2026 메르세데스-벤츠 GLB,10.00,연비 진짜좋습니다 장거리 주행할일이 많은데 1000키로는 무난히 탑니다~
2026 메르세데스-벤츠 E클래스,10.00,차가 튼튼하고 정숙하며 아주 만족하며 타고 있어요. 차 자체가 품질이 좋아서 앞으로도 만족하며 탈 것 같네요.
2026 메르세데스-벤츠 E클래스,9.67,완벽은 아니지만 가격적 메리트가 모든 것을 용서해준다. 디지털 라이트가 빠진 것이 유일하게 아쉬운 부분.
2026 메르세데스-벤츠 E클래스,9.17,"1년 13,000km 주행한 소감은 일단 연비가 잘 나옵니다. 시내위주고 고속도로는 주말에 가끔 타는데 평균 12이상 나옵니다. 고속도로 한번 정속주행으로 타면 20이상 나와서 고속도로 연비는 정말 최고입니다. 스타트는 굼뜨지만 고속에서 안정적으로 쫙 깔리는 느낌(적당한 표현 잘 모름)으로 잘 치고 나가줍니다. 제기준 비쌌지만,, 10년 이상 탈거라 더 내차를 까내리지 않고 좋다고 칭찬하고 좋은점만 생각하며 탈려고 합니다."
2026 메르세데스-벤츠 E클래스,9.83,"이세상 마지막 내연기관입니다. 현재 타고 있는 기존 3번 탔단 H사,M사와 더이상의 승차감 비교 불가"
2026 메르세데스-벤츠 E클래스,10.00,e클 끝판왕 입니다. 연비최고 디자인최고 주행성능 굿 충전도 빨리 됩니다.
2026 메르세데스-벤츠 E클래스,9.67,가격만빼고 모두 만족합니다.가격좀내려주시면 다음차도 E클래스상위버전으로 구매하고싶네요
2026 메르세데스-벤츠 E클래스,8.50,원격시동건후 문을 열려면 시덩이 꺼지는게 너무 아쉽습니다. 바쁠땐 원격시동걸어놓고 탑승후 바로 운전이 유용한데 ㅠ
2026 메르세데스-벤츠 E클래스,9.33,최고는 아니지만 최고에 근접합니다. 만족합니다 고급스러운 차는 아닙니다
2026 메르세데스-벤츠 E클래스,9.67,중년이 즐길 수 있는 럭셔리 세단으로 손색이 없고 앞으로 10년 이상 편안하게 몰 수 있는 드림카임
2026 메르세데스-벤츠 E클래스,9.50,전반적으로 평균이상 좋습니다 몇자를 더 써야 확인 버튼이 활성화 될려나 허허
2026 메르세데스-벤츠 CLE 카브리올레,10.00,저는 이제 1년 가까이 타고 있는데 전반적으로 다 만족하구요 연비도 엄청 잘나오고 시내주행은 7-8? 장거리는 15-16? 처음부터 고급유만 먹이고 있어요 디자인도 이쁘고 가격도 괜찮고 전체적으로 다 만족합니다
2026 메르세데스-벤츠 CLE 카브리올레,9.17,아우디 컨버터블 타다가 넘어왔어요 뒷좌석은 아우디가 A5가 훨씬 넓죠 그외엔 모두 벤츠가 뛰어나요 부메스터 음질은 오픈하고 달릴때 최고입니다 엠비언트 너무 예쁘죠 핼들링 편하고 고급지고 E클 요블베 막차 타려다 그냥 신형 질렀는데 200 고민하다가 450 선택한거 너무 잘한듯 둘다 비교시승했는데 오디오에서 압승해서 걍 450 선택했죠 200샀음 후회했을듯 너무 만족해요 전 여자가 타기 딱 고급지고 날티 안나고 좋아요 다들 이쁘다 우와 합니다 ㅎ
2026 메르세데스-벤츠 CLE 카브리올레,7.83,53amg 땜시 나락요 ^^ 괜히샀다 안팔린다 정말 ㅠㅠ 감가 욕나옵니다 사지마세요
2026 메르세데스-벤츠 CLE 카브리올레,10.00,단점 - 시트가 불편함(개인적으로 장거리 운전하면 불편) - 미션 변속충격 심함 - 가속시 변속 느림 - 센터 잡소리 남 - 스피커 그냥그럼 - 시동걸면 달구지 소리남 - HUD없음(인디 오더 해야 함) - 코너링 둔함 장점 - 연비 좋음 - 주행감각 좋음 - 오픈카지만 탑을 닫으면 조용함. 탑 잡소리 없음 - 트렁크 용량 꽤 낙넉함 - 뒷자리에 성인이 타고 충분 - 디자인 죽임 - 실내 디자인 죽임 - 가성비 좋음 - 곳곳에 삼각별 뽕을 맞기 좋음 - MBUX 괜찮음 - 핸들링감각 좋음 - 주행 중 오픈 가능 - 송풍구 다섯개라 더워도 추워도 오픈 가능 - 목에도 따신 바림 나옴 - 에어 리플랙터 있어서 바람이 조금 덜 날림 - 벤츠임
2026 메르세데스-벤츠 CLE 카브리올레,10.00,카브리올레이기때문에 불편한점은 짐실을때뿐입니다. 1인가구로는 퍼스트카로도 충분합니다. 벤츠랑 어울리지(?)않게 가성비를 따져보게 됩니다.
2026 메르세데스-벤츠 CLE 카브리올레,9.33,"디자인이 너무나 이쁘고 2.5도 후륜조향과 우수한 연비, 빠릿한 반응 좋아요."
2026 메르세데스-벤츠 CLE 카브리올레,9.67,첫 스타트에 살짝 그 외 모든것이 맘에 듭니다...............
2026 메르세데스-벤츠 CLE 카브리올레,9.17,세컨카로 사용하긴 좋은 차량인듯ㅎ 패밀리카로 사용하긴 불편합니다~~ 1억 언져리로 벤츠 오픈카를 구매할수 있는게 최고인듯합니다
2026 메르세데스-벤츠 CLE 카브리올레,9.33,차가 잘 안나감. 브레이크 떼고 출발할 때 뒤로 밀림. 이거 빼고는 완전 다 만족
2026 메르세데스-벤츠 CLE 카브리올레,6.00,처음엔 브레이크 소음이 매우 심함 좀 타다보면 나아지지만…. 그래도 약간은 있음 스피커가 좀 너무 ㅠㅠ 달랑 하나밖에 없어요ㅠㅠ 막귀인 제가 듣기에도 많이 떨어지네요. 현기.. 아니 르노도 이정도는 아닌데…. 스피커는 조금 업글이 필요합니다 장거리 주행 시 허리가….. 과속방지턱도.. 플라스틱(?)으로 된거(지하주차장) 넘을 때… 앞은 그럭저럭.. 인데… 뒷바퀴 넘을때는 아주 그냥… ㅠㅠ 디스플레이가 두어 번 정도 먹통됨 한 번은 세차 후 갑자기 아무것도 안 들어오고… 한 번은 주행 중 갑자기 혼자서 꺼졌다 켜짐 에센셜 아이콘이 없어지고 실행이 안되서 리셋 두번 함 연비는 고속에서 110km/h(gps상)으로 100km 크루징 시 18.8km/l 스포츠모드로 가능한 밟으면(아주 심하게는 아님)… 역시 100km 크루징 시 15.1km/l 시내는 안 막히는 시간대 기준 강남 8내외 강북 12내외 써놓고 보니 주로 단점만 적었네요 ㅎ 하지만 전반적으로는 매우 만족하고 운행중입니다 ㅎㅎ
2026 메르세데스-벤츠 CLE,10.00,저는 이제 1년 가까이 타고 있는데 전반적으로 다 만족하구요 연비도 엄청 잘나오고 시내주행은 7-8? 장거리는 15-16? 처음부터 고급유만 먹이고 있어요 디자인도 이쁘고 가격도 괜찮고 전체적으로 다 만족합니다
2026 메르세데스-벤츠 CLE,9.17,아우디 컨버터블 타다가 넘어왔어요 뒷좌석은 아우디가 A5가 훨씬 넓죠 그외엔 모두 벤츠가 뛰어나요 부메스터 음질은 오픈하고 달릴때 최고입니다 엠비언트 너무 예쁘죠 핼들링 편하고 고급지고 E클 요블베 막차 타려다 그냥 신형 질렀는데 200 고민하다가 450 선택한거 너무 잘한듯 둘다 비교시승했는데 오디오에서 압승해서 걍 450 선택했죠 200샀음 후회했을듯 너무 만족해요 전 여자가 타기 딱 고급지고 날티 안나고 좋아요 다들 이쁘다 우와 합니다 ㅎ
2026 메르세데스-벤츠 CLE,7.83,53amg 땜시 나락요 ^^ 괜히샀다 안팔린다 정말 ㅠㅠ 감가 욕나옵니다 사지마세요
2026 메르세데스-벤츠 CLE,10.00,단점 - 시트가 불편함(개인적으로 장거리 운전하면 불편) - 미션 변속충격 심함 - 가속시 변속 느림 - 센터 잡소리 남 - 스피커 그냥그럼 - 시동걸면 달구지 소리남 - HUD없음(인디 오더 해야 함) - 코너링 둔함 장점 - 연비 좋음 - 주행감각 좋음 - 오픈카지만 탑을 닫으면 조용함. 탑 잡소리 없음 - 트렁크 용량 꽤 낙넉함 - 뒷자리에 성인이 타고 충분 - 디자인 죽임 - 실내 디자인 죽임 - 가성비 좋음 - 곳곳에 삼각별 뽕을 맞기 좋음 - MBUX 괜찮음 - 핸들링감각 좋음 - 주행 중 오픈 가능 - 송풍구 다섯개라 더워도 추워도 오픈 가능 - 목에도 따신 바림 나옴 - 에어 리플랙터 있어서 바람이 조금 덜 날림 - 벤츠임
2026 메르세데스-벤츠 CLE,10.00,카브리올레이기때문에 불편한점은 짐실을때뿐입니다. 1인가구로는 퍼스트카로도 충분합니다. 벤츠랑 어울리지(?)않게 가성비를 따져보게 됩니다.
2026 메르세데스-벤츠 CLE,9.33,"디자인이 너무나 이쁘고 2.5도 후륜조향과 우수한 연비, 빠릿한 반응 좋아요."
2026 메르세데스-벤츠 CLE,9.67,첫 스타트에 살짝 그 외 모든것이 맘에 듭니다...............
2026 메르세데스-벤츠 CLE,9.17,세컨카로 사용하긴 좋은 차량인듯ㅎ 패밀리카로 사용하긴 불편합니다~~ 1억 언져리로 벤츠 오픈카를 구매할수 있는게 최고인듯합니다
2026 메르세데스-벤츠 CLE,9.33,차가 잘 안나감. 브레이크 떼고 출발할 때 뒤로 밀림. 이거 빼고는 완전 다 만족
2026 메르세데스-벤츠 CLE,6.00,처음엔 브레이크 소음이 매우 심함 좀 타다보면 나아지지만…. 그래도 약간은 있음 스피커가 좀 너무 ㅠㅠ 달랑 하나밖에 없어요ㅠㅠ 막귀인 제가 듣기에도 많이 떨어지네요. 현기.. 아니 르노도 이정도는 아닌데…. 스피커는 조금 업글이 필요합니다 장거리 주행 시 허리가….. 과속방지턱도.. 플라스틱(?)으로 된거(지하주차장) 넘을 때… 앞은 그럭저럭.. 인데… 뒷바퀴 넘을때는 아주 그냥… ㅠㅠ 디스플레이가 두어 번 정도 먹통됨 한 번은 세차 후 갑자기 아무것도 안 들어오고… 한 번은 주행 중 갑자기 혼자서 꺼졌다 켜짐 에센셜 아이콘이 없어지고 실행이 안되서 리셋 두번 함 연비는 고속에서 110km/h(gps상)으로 100km 크루징 시 18.8km/l 스포츠모드로 가능한 밟으면(아주 심하게는 아님)… 역시 100km 크루징 시 15.1km/l 시내는 안 막히는 시간대 기준 강남 8내외 강북 12내외 써놓고 보니 주로 단점만 적었네요 ㅎ 하지만 전반적으로는 매우 만족하고 운행중입니다 ㅎㅎ
2026 메르세데스-벤츠 AMG GLB,10.00,고속도로 크루즈찍고다니면 연비 25km나옴 7천언더로 이런연비에 무작스럽게 크지고않고 실내 넓고 차잘나가고 진짜 대만족하면서 타는중 4~500 들여서 실내 엠비언트 추가하고 외관좀 스포티하게바꾸면 연비좋은 패밀리suv면서 멋진외관까지 완벽함 순정 그대로는 사실 외관 좀 심심한편 실내는 정말 이쁨 최고의 차
2026 메르세데스-벤츠 AMG GLB,10.00,glb250 1년쯤 타고 있는데 저는 너무 좋아요 뒷자리에 타본 사람들도 생각보다 넓다고 하네요 자잘한 단점은 이쁜 벤츠마크가 커버해주니 그냥 차가 이뻐요
2026 메르세데스-벤츠 AMG GLB,8.33,벤츠의고급감을가지고 구매한다면 실망이큽니다 내장재별로고 엔진헤드이슈등 자잘한 고장있습니다 220가솔린기준 벤츠마크에 가격치고는 가성비있다고 생각합니다 생각보다 suv인데 가속변속이 수준이삼좋 습니다
2026 메르세데스-벤츠 AMG GLB,9.67,연비는 그닥 .낭만으로 타는 차. Suv치고 amg 라 미친 출력과 코너링이 왜 벤츠인지를 직감 합니다. 보조석이나 뒷자석자리는 길이로 넉넉하고 폭이 좁아서 개인적으론 좀 답답합니다. 오직 운전자 만을 생각한 차? ㅋㅋ
2026 메르세데스-벤츠 AMG GLB,8.33,엔진 성능은 생각보다 좋으나 연비는 기대하지 않는게 좋음 그래도 삼각별과 탄탄한 모양으로 너무 예쁨
2026 메르세데스-벤츠 AMG GLB,9.33,동급대비 긴 휠베이스에 넓은 실내공간 그리고 막내 amg 이지만 가속감이 끝내줍니다. 휠베이스는 길지만 폭이 좁고 은은하게 들려오는 잡소리와 연비(?)정도가 단점이 되겠습니다.
2026 메르세데스-벤츠 AMG GLB,10.00,연비 주행성능 가속과 코너링 자율주행 거기다 차 내부 인테리어와 넓은 트렁크와 뒷좌석까지 게다가 주행 중 시야확보도 잘되고 사이드 미러도 넓고 차는 넓고 본넷 앞쪽은 짧아 운전도 너뮤 좋습니다 !! 너무너무 좋은 차입니다!! 앞으로도 웬만해선 벤츠를 선택할 것 같은 그정도로 좋은 차!!
2026 메르세데스-벤츠 AMG GLB,8.00,"달리기는 동급최강에 거주성 좋고, 이쁘고 만족스럽습니다. 가격이 동급대비 상스러워서 그렇지... 이차타며 느끼는 최고의 단점은 변속이네요. 8단 DCT의 변속이 굉장히 불완전합니다. 내리막, 오르막에서 갈피를 못잡고 으르렁댑니다. 안그래도 소음이 작지 않은편인데 이거때문에 더 신경쓰입니다 ㅋㅋ"
2026 메르세데스-벤츠 AMG GLB,10.00,가볍고 잘나가고 어디든 주차편하고 다른차들에 비해 트렁크가 엄청나게 넓고 큰게 장점입니다.
2026 메르세데스-벤츠 AMG GLB,10.00,연비 진짜좋습니다 장거리 주행할일이 많은데 1000키로는 무난히 탑니다~
2026 BMW iX M70,9.17,가격하고 원격주차 기능이 좀 별로인거 빼곤 모든 점에서 만족스럽습니다.
2026 BMW iX M70,9.50,비싼 가격이야 타보니 조금 상쇄되는 느낌이 크네요^^ 승차감 사운드 하만가돈도 우수하네요~ 주행거리도 불안하던 마음은 이제 없는듯요. 전체적으로 만족합니다
